,Reviews
11,"This is a weird one. The more I read the more I'm okay with the weirdness. Does that say something about me? I thought at first I wouldn't read it to my kids because it's too strange, but I'm thinking now I might. They just might like it. We'll see how it ends. Am I lame that I've never read this before? Okay, done with them both. Alice in Wonderland was okay. Still weird. Weird and I didn't understand it. Through the Looking Glass took weird to a whole new level. A bad level. The whole time I was reading it I was thinking, ""Is Carroll on crack? This makes no sense."" And then I thought maybe I needed to be on crack to understand it. I've had crazy dreams sort of like this, all disjointed and random and all, but that doesn't mean I want to read a book about psycho dreams. And what's up with shaking the poor kitten all the time? I might read Wonderland to the kids. I won't read Through the Looking Glass.And does anyone really know what this all means? Because if it's ""just for fun"", it wasn't."
12,Many thanks to HarperDesign for sending me a copy in exchange for an honest reviewthe best part are all the interactive illustrations| Goodreads | Blog | Pinterest | LinkedIn | YouTube | Instagram
13,"I don't get it.. I just don't get it.I went into this story ready to fall in love! Ready to buy all of the merch upon finishing this story that's loved by so many but here I am, sulking. Disappointed. I guess this story just goes completely against my nature. There's no logical reason for anything that happens and that frustrated me beyond belief. Every conversation was so exhausting to read. I literally had to take ibuprofen every time I was finished reading for the night because my god, the headaches were no joke. I'm very saddened that I won't be fangirling over this fandom.Side note: Am I a terrible person to admit that Alice got on my nerves!? Arghhhhhhhhhh. AND EVERY CHARACTER WAS SO FLIPPIN' RUDE!!"
14,"
Curiouser and curiouser edition!
This is the annotated edition, collecting both novels in the Alice book series: “Alice’s Adventures in Wonderland” and “Through the Looking-Glass and What Alice found There”.
WE’RE ALL MAD HERE

Begin at the beginning…
This was technically a re-reading since I’ve already read both novels previously, the key difference here was that this is an “annotated” edition, which includes a comprehensive section, at the end of each chapter, with tons of notes revealing “behind-the-scenes” detailing moments in the life of Charles Lutwidge Dodgson (aka Lewis Carroll), the “real” meaning of scenes, the “real” inspirations for several of the characters in both novels, historic meaning (in the Victorian England) of casual expressions that got outdated nowadays, studies in the metrics of the poems included in the novels, etc…
I don’t think…

Then you shouldn’t talk…
It was a curiouser and curiouser reading experience since this was my first “annotated edition” of any book, and I believe that if you want to engage into this sort of books, it’s advisable having read the regular version of the novel first, since reading all those annotations after each chapter, it’s a kinda of “braking” effect, since depending the chapter, you’ll invest almost the same time reading the explanations than the chapter itself, so you lose a great deal of the rhythm of your reading, therefore, if you haven’t read the story before, you may not enjoying as much as it was supposed to be.
It’s a poor sort of memory that only works backwards.
Of course, almost all the information was made by scholars in the Lewis Carroll’s works, doing assumptions and best guesses, since the author was already gone when this annotated edition began to be conceived. Therefore, it’s a priceless access to get a better understanding of the novels at the era when they were published, BUT…
…sometimes I’ve believed as many as six impossible things before breakfast.
…you can’t fully take without a doubt the exposed explanations, since you can’t ask the author anymore to validate if their interpretations are truly accurate. So, as many things in life, it’s up to you if you wish to believe them.
I can’t go back to yesterday because I was a different person then.
And as those scholars mentioned at some momento of the annotations, that sometimes we are so obssessed to find a secret meaning behind any single quote, any single character, any single scene, etc… and while it’s evident that some quotes, characters and scenes have indeed a double significance, some of them are merely things needed to keep flowing the narrative, as simply as that, without any conspiration or secret plot,…
I’m not strange, weird, off, nor crazy, my reality is just different from yours.
…so don’t get too deep into the annotations section and simply enjoy this wonderfully mad tale about a little girl who fell down into a rabbit’s hole and she kept finding curiouser and curiouser things, even through the looking-glass.
…and go on till you come to the end: then stop.
"
15,"Then Alice saw a large wall in the middle distance. Someone was sitting on the top of it. When Alice had come within a few yards of it, she saw that the thing sitting on the wall had eyes and a nose and mouth and a large pile of golden hair; and when she had come very close, she saw clearly that it was TRUMPTY DUMPTY himself. ""It must be him because that’s what is written on his baseball cap,"" she said to herself. He was already speaking to her. “They said I wouldn’t build the wall and I built the wall. They were wrong because they weren’t right. Really really really great wall.”“I’m sure it is,” said Alice. “What is it for?”“Believe me, this is the greatest wall there ever was,”“I’m sure it is,” said Alice, “but please, what is it for?”“The people, there were people, who said the wall would never be built, they were not smart people, as you see, the wall is right here, it is extremely extremely here, believe me.”“Yes, I do see that it is, but please,” said Alice, getting rather impatient, “what is it for?”“Those people, there were so many many of them, they said the wall was never ever ever going to be built, that’s what they said, you can check that, it’s there in the record. They were really really not smart those people. Everyone here can see that this is a great great day. That is what people are telling me. ”“But –"" started Alice.“We are making Wonderland great again. Really really great. Dozens, hundreds of people, have said that there would be no wall. No wall at all. They said it would never never never happen. You can’t find those people any more because they are on the other side of the wall. Oh yes, there is another side of the wall. Really really other side. Can you hear them?”Trumpty put his hand to his ear, exaggeratedly listening. Alice listened hard too for a moment but could not hear a sound, except for Trumpty talking continually. She had by now given up trying to ask Trumpty Dumpty anything at all. It was as if he did not know what a conversation was.“It’s going to be amazing, really amazing. You will see Wonderland great again. So great.”*Sorry about that..... I really just wanted to flag up that this Definitive 150th Anniversary edition by Martin Gardner is exquisite and replaces all previous editions. So if you have a birthday coming up, you could ask for this! And if you get it you'll have a smile that will take a really really great long time to fade away. Believe me. "
16," 3 stars If you’ve been following me on Goodreads, you know I have a tradition of reading a classic novel at the beginning of every new year. I always want to read more classics, and never do, so this is one of the few ways I can read more. I adore the Disney movie Alice in Wonderland, and have owned the book for years, but never read it. Well… this book really was like reading a fever dream. Not much of it really made sense to me and everything changed so fluidly, as if you were in a dream. It’s easy to get sucked into the story and Carroll does have a very inventive mind. But I think this is one of those books where the legacy it created is better than the original (please don’t shoot me anyone). I love the pictures included and will always be a fan of Alice in Wonderland, but not sure I will read anything else by Lewis Caroll."
17,"Read both as a child, and again as an adult. Loved and appreciated it then; love and appreciate it now. A book everyone should read at least once, and one that I hope children are still reading today."
18,"4.5 ⭐
”What dreadful nonsense we are talking!” - 
 Alice concludes amidst a typically bizarre and directionless conversation with the Red and White Queens.Wrong again, Alice! “Really you are very dull!” For it is, in actual fact the most wonderful kind of nonsense; that unpredictable, dream-like absurdity that one only finds in exceptional works of surrealist fiction.It seems both ‘Alice in Wonderland’ (1865) and ‘Through the Looking Glass’ (1871), along with the life of Lewis Carroll (Charles Lutwidge Dodgson) himself, have been turned inside-out in a manic search for a definitive hidden meaning, allegorical or otherwise, to neatly attach to the two works. The author's close association with George MacDonald (a prolific author of allegorical fiction), Carroll being a satirist himself and the fact that, you know, Alice does indulge in some questionably-sourced, mind-altering consumables and converse with a blue hookah-smoking Caterpillar who persuades her to eat magic(al) mushroom causing further hallucinations, all lead me to believe that the abundance of analysis is likely justified. ‘Alice in Wonderland’ began, however, as a children’s story written for Carroll’s eight-year-old acquaintance and photography subject, Alice Pleasance Liddell. Carroll was well known for telling stories to the children in his parish and it becomes clear as early as the first book, but particularly in ‘Through the Looking Glass’ that he truly lamented the inevitability of growing up and losing one’s innocence and imagination. In keeping with the irrational depth of analysis performed on this work, does Alice not cry so much, as she grows (up), that she nearly drowns in her own tears? In a way, these works are Carroll’s prosaic ode to the pure, unadulterated imagination of children.”It brings a tearInto my eyesWhen I beginTo realizeI've cried so muchSince you've been goneI guess I'll drown in my own tears”- Ray CharlesIt’s not just pure imagination though; Carroll attempts, with resounding success, to imitate a dream-like state which is of course not exclusive to children but to all of us; the one time our sub-conscious is permitted to run amuck, on night release from the prison that is the rational mind! The disorientation that Alice experiences with her surroundings, the morphing environments, shapeshifting characters, the non-linear timeline, the universal state of free-association; these are all characteristics of the unfettered dreaming mind.
”[Alice’s sister] pictured to herself how this same little sister of hers would, in the after-time, be herself a grown woman; and how she would keep, through all her riper years, the simple and loving heart of her childhood: and how she would gather about her other little children, and make their eyes bright and eager with many a strange tale, perhaps even with the dream of Wonderland of long ago: and how she would feel with all their simple sorrows, and find a pleasure in all their simple joys, remembering her own child-life, and the happy summer days.”
I think it’s an absolutely charming tale for adults and children alike, particularly those with a fondness for surrealist humour. The copy I read was the 2019 Harper Design edition with illustrations by the MinaLima graphic design studio. The illustrations are great but I read this on Kindle and have since seen images of the physical Hardcover which is obviously much more vibrant not being black and white, as well as having interactive elements, so if you do read this edition, go for the physical copy if possible! I’ll probably get a copy myself; with so much to love about the story, not least of all the quirky cast of characters, this one lends itself almost too perfectly to a daddy-daughter read! Hasta la proxima chamos! 
And, though the shadow of a sighMay tremble through the story,For “happy summer days” gone by,And vanish’d summer glory--It shall not touch with breath of bale,The pleasance of our fairy-tale.
"
19,"My husband put it perfectly when he called this ""David Lynch for kids."" 🤣 I talked about my first time reading this book in a Booktube video!"
20,"Alice suddenly falls into a hole and sees an empty corridor, where she is, she does not know. Often she does not know if she is herself or maybe someone else? In her dreams, Alice encounters many strange kings and queens, talking animals, a hatter, playing cards, a chessboard and many other strange creatures. It is a fable wrapped in a fairy tale. The book includes many beautiful drawings and makes the story more vivid. It is quite confusing at times, but that is what makes the story this adventure. "
21,"إذا كنت قد شاهدت الفيلم الأجنبي سواء الجزء الأول أو الثاني، فأنصحك أن تنساااااه تماماتقريبا تلاث أرباعه لا علاقة له بالرواية الأصلية إطلاقا !!فأليس فتاة صغيرة في السابعة من عمرها تقريبا .. وليست آنسة جميلة علي وشك الزواجولا تعمل كقبطان بحري .. ولا علاقة لها إطلاقا بشركة الملاحة التجارية، ولا نعرف شيئا عن والدها ووالدتها .. واختها آنسة صغيرةالملكة البيضاء ليست جميلة أو رقيقة إطلاقا .. بل علي العكس تماما .. والملكة الحمراء لا تقطع رأس أحد .. رغم أنها تقول هذا كثيرا، والملكة البيضاء رأسها كبيرة ايضاصانع القبعات دوره محدود جدا في الرواية، لا يتجاوز فكرة الحديث عن الزمن في بضع سطور جميلة، ولا يفقد عائلته، ولا يرقص الرقصة الغريبةأليس لن تقتل التنين، لأن أصلا لا يوجد تنين ! ولا كلب عملاق سيجرح يدها ولن تسافر بالزمن إطلاقا، ولا توجد نبوءة معينة تتعلق بها والدودة الحكيمة ليس لها اسم محدد، ولن ترافقها في رحلاتها، ولن تدعوها لأن تعبر عبر المرآة، والملكة الحمراء ليست شريرة إلي هذه الدرجة، ولها زوج طيب، وليس حارس شرير!!حين بدأت قراءة هذه الرواية، كنت أبحث عن قراءة هادئة، بسيطة، فلسفية ، بعيدا عن العصف الذهني الشديد، ولكني لم أتوقع إطلاقا أن أجد هذا الكم الجميل من الأفكار الفلسفية العميقة

هذه الرواية ليست للأطفال .. ليست للتسلية ، بل للتفكير العميق، والاستدلال علي كثير كثير من الأفكار الفلسفية التي تصلح لكثير من الموضوعات

 يا طفلة كل شيء فيه حكمة خاصة به فقط عليك ان تجديها"" - الدوقة  يمكنني أن أخبرك بمغامراتي… بدءا من هذا الصباح، لأنه لا فائدة من العودة للأمس، لأنني كنت وقتها شخصا آخرإذا ربح الجميع، من سيمنح الجوائز ؟؟إذا كنت لا تهتمين إلي أين تذهبين، فكل الطرق سيانتساءلت كثيرا بيني وبين نفسي، لماذا لم اقرأها من قبل ؟ لماذا اعتقدت أنها رواية بسيطة، لن تأخذ وقتا طويلا في القراءة أو التفكير؟ ربما لأنني رأيت فيلم الكرتون من قبل، ولكني حقا لم أنتبه لما فيه من عبارات فلسفية كثيرة





والأمر لا يتعلق فقط بالعبارات الفلسفية، بل الرمزية العالية في الرواية، التي تجعل لكل حيوان، او نبات، أو إنسان معنيً خاصا، سرياليا، ربما يأتي في ذهنك بصورة معينة، ويأتي بصورة آخري تماما في ذهن غيرك كل شئ يحتمل التأويل .. كل صورة .. كل عبارة .. خاصة الحديث عن الزمن .. وفكرة أن العالم كله عبارة عن لوحة شطرنج عملاقةهل تتخيل هذا ؟؟أجمل مافي الرواية، إنك مندهش مثل أليس تماما، تتعجب مثلها من كثرة الحوار والجدال وتقلب الأحداث فجأة، فما تتعجب هي منه، تتعجب منه أنت ايضا، وما يبدو صعب الفهم عليها، يحيرك أنت أيضا، وما تحاول هي أن تفهمه، تحاول أن تدركه أنت أيضا .. هي صغيرة، وأنت صراحة لست كبيرا في بلاد العجائب!!لويس كارولأنت أسطورة حقا

.....آآاه تذكرت شيئا الآن أحببت أن أضيفه، في الجزء الأول من الفيلم الأجنبي، هناك مشهد لصانع القبعات وهو يتذكر أليس وهي صغيرة، حين جاءت لبلاد العجائب لأول مرة وهي في سن سبع سنوات، ثم حدثت اجزاء الفيلم في الجزء الاول، وكأنها تكمل مغامرتها في بلاد العجائب وهي في سن كبيرة ولكن هذا لا يمنع ان الجزء الثاني من الفيلم ، آليس عبر المرآة، لا علاقة له بالجزء الثاني من الرواية إطلاقا!!"
22,And causing unpleasant dreams for young children for over 150 years now.
